date,party,mean,q05,q25,q50,q75,q95,cutoff_date
2023-12-07,ERC,0.017395100056420375,0.016675973065410604,0.017098842775926715,0.01738590841422839,0.01768031017765708,0.0181395556083455,2026-09-18
2023-12-08,ERC,0.01739508163356462,0.0166682508199812,0.017096785396299167,0.017387711177056765,0.017682453708397168,0.018135651965543367,2026-09-18
2023-12-09,ERC,0.01739506321070886,0.016663674382637626,0.01709170571578356,0.017389219955914508,0.017683721682929664,0.01814068375036023,2026-09-18
2023-12-10,ERC,0.0173950447878531,0.016658920218536512,0.017093859172365066,0.01739014127365193,0.017687562458653706,0.01814569934184375,2026-09-18
2023-12-11,ERC,0.01739408644871266,0.016665664510068918,0.017091769862290187,0.017391819861182385,0.017683857047515857,0.01813354474270489,2026-09-18
2023-12-12,ERC,0.017393128109572217,0.016663255904103877,0.01709400966994476,0.01739058064708726,0.01768353748385875,0.01812873882271735,2026-09-18
2023-12-13,ERC,0.017392169770431776,0.01666009497232909,0.017094926026855826,0.017391159540832646,0.017681474198937813,0.018121176361228158,2026-09-18
2023-12-14,ERC,0.017391211431291336,0.01666141095851686,0.01709504298516764,0.017391193995090183,0.017678545318578077,0.01811756433950206,2026-09-18
2023-12-15,ERC,0.017390253092150892,0.016660077744728018,0.017091987015437127,0.017390776992098265,0.01767516912457392,0.01812328581121062,2026-09-18
2023-12-16,ERC,0.017389294753010452,0.016657739308484604,0.01708864417948835,0.01739029303698516,0.01767519845935113,0.01812776966179935,2026-09-18
2023-12-17,ERC,0.017388336413870015,0.016654826183252692,0.017085370066174888,0.01739077986005938,0.01767618034652709,0.018130950212326313,2026-09-18
2023-12-18,ERC,0.01738770286842013,0.016650074718409028,0.017086997941739443,0.017389720115763396,0.017670727674050094,0.01812529057487243,2026-09-18
2023-12-19,ERC,0.017387069322970242,0.016661687019642848,0.017085860139322177,0.017388184563415905,0.017668038661507162,0.018115102074777196,2026-09-18
2023-12-20,ERC,0.017386435777520363,0.0166677457498532,0.01709020876651734,0.017389332731452108,0.017666608166962677,0.01811436071580794,2026-09-18
2023-12-21,ERC,0.017385802232070476,0.016667975079732545,0.017088353294640576,0.017387502593058234,0.017667247467055745,0.018118290900096787,2026-09-18
2023-12-22,ERC,0.017385168686620593,0.01666507603343194,0.01708799889632588,0.01739155900459808,0.017668838832327807,0.01812179304104668,2026-09-18
2023-12-23,ERC,0.01738453514117071,0.016666100779702004,0.017088935930254776,0.017386652919227044,0.017671300859108494,0.01813345451866253,2026-09-18
2023-12-24,ERC,0.01738390159572082,0.01665770907652873,0.01708519191323903,0.01738369020106422,0.017672265484355444,0.018145266755344766,2026-09-18
2023-12-25,ERC,0.017381210405148315,0.016661476215523937,0.017086360694118705,0.01738315541397356,0.017665353186987927,0.01812744212423778,2026-09-18
2023-12-26,ERC,0.017378519214575807,0.016670382554888136,0.01708873741967599,0.017378556320981668,0.0176595910421486,0.018115706097178594,2026-09-18
2023-12-27,ERC,0.0173758280240033,0.016658519903636135,0.01708934399302276,0.0173777969381171,0.017657211922376438,0.018104084856520052,2026-09-18
2023-12-28,ERC,0.01737313683343079,0.01665690278782029,0.01708762568644298,0.017377602704767472,0.017653932884486155,0.018094817713685932,2026-09-18
2023-12-29,ERC,0.01737044564285828,0.016657919057287827,0.017081651315087786,0.017372848480151352,0.017649903191122307,0.018088716120210454,2026-09-18
2023-12-30,ERC,0.01736775445228577,0.016651740394168592,0.017080905258016116,0.017364786863863734,0.017653058148822422,0.018086131749055698,2026-09-18
2023-12-31,ERC,0.017365063261713262,0.016645851878015157,0.017076578011723603,0.017362144092133432,0.01765444992290946,0.018081194095703954,2026-09-18
2024-01-01,ERC,0.017366252369889656,0.01665911034837707,0.01708332393158561,0.017363396208029444,0.01765017679673742,0.018068020883868403,2026-09-18
2024-01-02,ERC,0.01736744147806605,0.01666988317654915,0.017082282123897934,0.01736416269802428,0.017649533984471867,0.018068961963026504,2026-09-18
2024-01-03,ERC,0.017368630586242436,0.01667438041291633,0.017087317924634814,0.01736888951721502,0.017652172509140446,0.018071007330706112,2026-09-18
2024-01-04,ERC,0.01736981969441883,0.01666845353261794,0.017089984130969342,0.017371255973149383,0.017652048935497017,0.018074494557203676,2026-09-18
2024-01-05,ERC,0.01737100880259522,0.016658195423177913,0.01708991452953281,0.017371186476245963,0.01765455953798575,0.01808068797385794,2026-09-18
2024-01-06,ERC,0.01737219791077161,0.01665608435177189,0.0170913451051184,0.01736884153586283,0.017657188398319534,0.018084430758422976,2026-09-18
2024-01-07,ERC,0.017373387018948,0.016647475479894425,0.0170878551709034,0.017371230862377126,0.017665988097285694,0.018097897510871822,2026-09-18
2024-01-08,ERC,0.017374117644129747,0.0166411222364582,0.017088357104381408,0.017373565683021862,0.017663367477288403,0.01809546514466418,2026-09-18
2024-01-09,ERC,0.01737484826931149,0.016637350378076027,0.017087054468694716,0.017372940644181323,0.01766152685386886,0.01809140774683268,2026-09-18
2024-01-10,ERC,0.017375578894493243,0.0166422296412899,0.01708722443500483,0.017375210742679306,0.017663762499113556,0.01808927460626729,2026-09-18
2024-01-11,ERC,0.017376309519674983,0.016637869851211542,0.01708540082826021,0.017373173895061995,0.017668964052062495,0.018098670867988793,2026-09-18
2024-01-12,ERC,0.017377040144856727,0.016651010824372994,0.01708375498373744,0.017374156532446585,0.017669543235921178,0.018105724492241973,2026-09-18
2024-01-13,ERC,0.017377770770038478,0.01664386257827898,0.01708238035989883,0.01737386425936211,0.017673044681950127,0.018109727029980663,2026-09-18
2024-01-14,ERC,0.01737850139522022,0.016634216058642473,0.01708140888885028,0.017375719820168667,0.017676090610112084,0.018120417547286098,2026-09-18
2024-01-15,ERC,0.017378354420097813,0.016641895224015747,0.017083152957006208,0.01737587463145611,0.017676038065369232,0.01811562353723162,2026-09-18
2024-01-16,ERC,0.01737820744497541,0.01664906040335184,0.017084256690320092,0.01737598306212221,0.01766941437797695,0.01811330714591107,2026-09-18
2024-01-17,ERC,0.017378060469853004,0.016651587180300048,0.017086349341106512,0.0173731384391832,0.017664446120240485,0.018107408470648432,2026-09-18
2024-01-18,ERC,0.0173779134947306,0.01665632675490673,0.017085314121622692,0.01737527028238827,0.01766314117045462,0.01810785207903331,2026-09-18
2024-01-19,ERC,0.017377766519608193,0.016659139436793848,0.017088171876075864,0.017375544746158954,0.01766405673564271,0.018116436786554155,2026-09-18
2024-01-20,ERC,0.01737761954448579,0.016655304865222296,0.017085475719183764,0.017371913641593406,0.017666210897001548,0.018129819042342007,2026-09-18
2024-01-21,ERC,0.017377472569363384,0.016642410253962316,0.017081510204643397,0.01736757358598473,0.017667120415461816,0.01814361265244684,2026-09-18
2024-01-22,ERC,0.017377008800204784,0.016641164313444482,0.017082982740641635,0.017365426071044084,0.017664478707399855,0.018138572039350046,2026-09-18
2024-01-23,ERC,0.01737654503104618,0.01664260356863659,0.01708504714169312,0.01736882771048503,0.017666420763578813,0.01813112842293613,2026-09-18
2024-01-24,ERC,0.01737608126188758,0.01665066788673924,0.01708309129863158,0.017368789850247122,0.01766879214671551,0.018121130646918313,2026-09-18
2024-01-25,ERC,0.01737561749272898,0.01665090346680171,0.017083705021142096,0.017368323985446552,0.017666114741245742,0.018108703744199896,2026-09-18
2024-01-26,ERC,0.017375153723570378,0.016648325717711816,0.017083698414548293,0.01736904326394039,0.017665391197861972,0.018108088226967585,2026-09-18
2024-01-27,ERC,0.017374689954411777,0.016641140231468374,0.01708559813868347,0.017366683822628508,0.017667558890512136,0.018117406931768595,2026-09-18
2024-01-28,ERC,0.01737422618525317,0.016630550777010603,0.017082878628080857,0.017362734486261612,0.017672167809438893,0.01812133488918175,2026-09-18
2024-01-29,ERC,0.01737226829387192,0.016637992303954064,0.01708293556939301,0.01736158569107471,0.017667757045690794,0.018110411556126953,2026-09-18
2024-01-30,ERC,0.01737031040249066,0.01663852605881789,0.017085733480260885,0.017359003926647812,0.017670524907609033,0.01811228366434334,2026-09-18
2024-01-31,ERC,0.0173683525111094,0.016634906754596893,0.017082523031233286,0.01735694779384095,0.017667324086635527,0.018112413425967457,2026-09-18
2024-02-01,ERC,0.017366394619728148,0.01662898298762914,0.017076872380678267,0.017356489206695393,0.017665084387108003,0.018113442092696542,2026-09-18
2024-02-02,ERC,0.017364436728346887,0.016629015361764136,0.01707322833609648,0.017354808368692957,0.01766346325996195,0.018106449231656333,2026-09-18
2024-02-03,ERC,0.01736247883696563,0.016623291504010877,0.017070022290356222,0.01735220279817499,0.01765672751977622,0.0181121007073964,2026-09-18
2024-02-04,ERC,0.01736052094558437,0.016620112193835135,0.017065993715089045,0.01734564767998183,0.01765382841583029,0.018114889128501375,2026-09-18
2024-02-05,ERC,0.017358104948354946,0.016622031703363866,0.017065376207513736,0.017346682236187412,0.017651829097565765,0.01810957782958316,2026-09-18
2024-02-06,ERC,0.017355688951125523,0.0166332100291274,0.01706338281090543,0.017344069452453904,0.017648367580201996,0.018097665647167426,2026-09-18
2024-02-07,ERC,0.017353272953896094,0.01662804139231139,0.01706482575785955,0.01734309078024533,0.017643730703089076,0.01808959472234906,2026-09-18
2024-02-08,ERC,0.017350856956666667,0.01662676985866373,0.01706173196529952,0.017337791033197224,0.01763984196477255,0.018088472624523465,2026-09-18
2024-02-09,ERC,0.01734844095943724,0.01663347791255488,0.017060019971275056,0.01733824265730923,0.017635230569108783,0.018081122912352896,2026-09-18
2024-02-10,ERC,0.01734602496220782,0.016628852921647175,0.01705930425087703,0.017337102283149802,0.017636720447195647,0.01808462049817695,2026-09-18
2024-02-11,ERC,0.01734360896497839,0.016625146275729173,0.017057785503648233,0.017330016811088794,0.01763482491362746,0.018088833385177607,2026-09-18
2024-02-12,ERC,0.017340461015356023,0.016624429731491995,0.01705499741546238,0.01732722140015018,0.0176294177443372,0.01808047686498916,2026-09-18
2024-02-13,ERC,0.017337313065733658,0.016622222573049236,0.017055493619283237,0.01732808148965864,0.017623861165005465,0.01807386351356553,2026-09-18
2024-02-14,ERC,0.017334165116111286,0.01662506175708557,0.017052605535095862,0.01732520562676059,0.017617882019918728,0.01807152774311512,2026-09-18
2024-02-15,ERC,0.01733101716648892,0.01662457768179008,0.017048366550579244,0.017324731520624956,0.017614829787901173,0.018061853938369725,2026-09-18
2024-02-16,ERC,0.01732786921686655,0.016616321459442404,0.01704126435834249,0.01732062270900641,0.01761713658327812,0.01805167973905258,2026-09-18
2024-02-17,ERC,0.017324721267244183,0.01660904948993748,0.01703727460893187,0.017315654734468073,0.0176169112563224,0.018052370505457865,2026-09-18
2024-02-18,ERC,0.017321573317621818,0.01659543658835821,0.017034282372392344,0.017313831308999085,0.01761466039271916,0.018050963772437232,2026-09-18
2024-02-19,ERC,0.017317259909158365,0.0165947516503644,0.017030675047311927,0.0173080683509568,0.017607582900177082,0.018042302455056978,2026-09-18
2024-02-20,ERC,0.017312946500694915,0.016597178790138993,0.017026034344619106,0.01730557163711833,0.017606263332654713,0.01803769945065555,2026-09-18
2024-02-21,ERC,0.017308633092231466,0.016597315515753115,0.017022574116695624,0.01729946036437685,0.01759851376833625,0.018026240627425836,2026-09-18
2024-02-22,ERC,0.017304319683768013,0.01658686202018069,0.017018022819081595,0.01729731369389046,0.017592697224135367,0.01802162605653751,2026-09-18
2024-02-23,ERC,0.017300006275304567,0.01658804638453972,0.017015606262616736,0.0172926459725303,0.017589175189173738,0.018022106849646172,2026-09-18
2024-02-24,ERC,0.017295692866841114,0.016578661910229216,0.017011642816743767,0.017290063320349526,0.01758812048953097,0.018024633859952902,2026-09-18
2024-02-25,ERC,0.017291379458377668,0.016564653833198793,0.01700558729984333,0.017286092897805503,0.017581046465196017,0.018019031541999388,2026-09-18
2024-02-26,ERC,0.017286053387726236,0.016562984219632874,0.017000654533281895,0.017281514050102358,0.017576662829768948,0.018004736013125,2026-09-18
2024-02-27,ERC,0.0172807273170748,0.016565248334314952,0.016998453440032674,0.017277094808699177,0.01757391509453409,0.017991360116982377,2026-09-18
2024-02-28,ERC,0.01727540124642336,0.016566514588091396,0.016989933649796472,0.01727152373146121,0.01756946714966884,0.017983080800186773,2026-09-18
2024-02-29,ERC,0.017270075175771928,0.016558605668718227,0.01698144463363879,0.017266698256520437,0.017566119205651827,0.017988914850938422,2026-09-18
2024-03-01,ERC,0.017264749105120488,0.01654694148611767,0.016976855218277055,0.017258740892803277,0.017561531551898407,0.017986214391846323,2026-09-18
2024-03-02,ERC,0.017259423034469056,0.016541201570318412,0.01696843636302423,0.017254881499874843,0.01755803522284456,0.0179836666019474,2026-09-18
2024-03-03,ERC,0.01725409696381762,0.01653072864070913,0.016961404942164512,0.017253104235473667,0.017554621853055993,0.017978123572277505,2026-09-18
2024-03-04,ERC,0.017250616204560393,0.016530162751394063,0.016955992651079606,0.017250140688852816,0.017548670211677476,0.017967447887009803,2026-09-18
2024-03-05,ERC,0.01724713544530317,0.016529371748471966,0.01695953083071222,0.017248252539723695,0.017543954623088776,0.017967955167588538,2026-09-18
2024-03-06,ERC,0.017243654686045943,0.01652107342596941,0.016954460986449312,0.01724414504179793,0.017538059323065305,0.01796397255031336,2026-09-18
2024-03-07,ERC,0.017240173926788716,0.016512449304116092,0.01695417471486708,0.01724481931234543,0.017534641780851408,0.01795563606040513,2026-09-18
2024-03-08,ERC,0.017236693167531493,0.016513288082133114,0.016948074118871077,0.017243476355120177,0.017531514905370263,0.01795178412976514,2026-09-18
2024-03-09,ERC,0.01723321240827427,0.016497309657819294,0.016944795667648012,0.017236195479667156,0.01752647077852864,0.017958276527617084,2026-09-18
2024-03-10,ERC,0.017229731649017043,0.016496998295821422,0.01693885043639703,0.017234835194440343,0.017528980814665876,0.01796264148469471,2026-09-18
2024-03-11,ERC,0.017226288337230805,0.01649192131133257,0.01693132074212227,0.01723220423393859,0.01752111207681603,0.017954220407106532,2026-09-18
2024-03-12,ERC,0.017222845025444567,0.016489144610373596,0.016928642240658598,0.017228783935391085,0.017517669724665272,0.017954305394127224,2026-09-18
2024-03-13,ERC,0.01721940171365833,0.016485080978046927,0.016927265547248924,0.017225361793589692,0.017513580780837583,0.017942473595064568,2026-09-18
2024-03-14,ERC,0.017215958401872088,0.016471382171407863,0.016922371578414672,0.01722156454149674,0.017510807853677427,0.01794314658343109,2026-09-18
2024-03-15,ERC,0.017212515090085853,0.01646977549422648,0.016920164269278767,0.017220850745002306,0.017511669913125298,0.01793524514672141,2026-09-18
2024-03-16,ERC,0.01720907177829961,0.016458141896078898,0.016914579694796747,0.017219598276857945,0.01751087028454725,0.017936329181229737,2026-09-18
2024-03-17,ERC,0.01720562846651337,0.016444548733283493,0.016911183995219098,0.017214805518351223,0.017510404358426813,0.017939747092679256,2026-09-18
