election,prov,enp_votes,periph_share,province
199306,47,2.7759224274300625,0.0,Valladolid
199306,48,4.935205925551465,0.4896164549157667,Vizcaya
199306,49,2.4199236278345024,0.0,Zamora
199306,50,3.755792730165531,0.2037858532981847,Zaragoza
199306,51,2.30040270159062,0.0,Ceuta
199306,52,2.2121959568871077,0.0,Melilla
199603,01,4.796617683601778,0.33756729883106174,Álava
199603,02,2.4433478022907757,0.0,Albacete
199603,03,2.58186134786467,0.00641800415254268,Alicante
199603,04,2.5061213726376734,0.0,Almería
199603,05,2.209401610381702,0.0,Ávila
199603,06,2.456258685159466,0.0,Badajoz
199603,07,2.8124849071259437,0.004215530087702676,Baleares
199603,08,3.5140734523779535,0.3147493766759582,Barcelona
199603,09,2.401343882911248,0.0,Burgos
199603,10,2.3939433409642104,0.0,Cáceres
199603,11,2.895779261786039,0.0,Cádiz
199603,12,2.568102787569657,0.022577720293613702,Castellón
199603,13,2.3749121184664785,0.0,Ciudad Real
199603,14,2.8696499926237284,0.0,Córdoba
199603,15,2.751612227039154,0.12867363189765182,La Coruña
199603,16,2.2581835897143185,0.0,Cuenca
199603,17,3.0591763373260594,0.47312865157906947,Gerona
199603,18,2.6043996062620653,0.0,Granada
199603,19,2.4175524593128297,0.0,Guadalajara
199603,20,5.582925238142173,0.5396044080978774,Guipúzcoa
199603,21,2.4778351066388336,0.0,Huelva
199603,22,2.52724044592016,0.0,Huesca
199603,23,2.5504158327012103,0.0,Jaén
199603,24,2.5153772984695437,0.0,León
199603,25,3.293888420063389,0.45165697299269747,Lérida
199603,26,2.505750581014601,0.0,Logroño
199603,27,2.4498177080693244,0.10039181758437388,Lugo
199603,28,2.642300802513168,0.0,Madrid
199603,29,2.8094145840624956,0.0,Málaga
199603,30,2.434245611141383,0.0,Murcia
199603,31,3.773320434859262,0.13128714238200725,Navarra
199603,32,2.565890843217571,0.12149720738806591,Orense
199603,33,2.788278188911432,0.0,Oviedo
199603,34,2.3535583053574287,0.0,Palencia
199603,35,3.2074813826465323,0.2417180387053808,Las Palmas
199603,36,2.796454964608912,0.14739022445444463,Pontevedra
